,date,event_name,digital_button,photoresistor,temperature,humidity
2757,November 20 2019 at 07:18PM,esp8266_readings,0,1024,17.40,47.00
2758,November 20 2019 at 07:19PM,esp8266_readings,0,1024,17.40,47.00
2759,November 20 2019 at 07:20PM,esp8266_readings,0,1024,17.40,48.00
2760,November 20 2019 at 07:21PM,esp8266_readings,0,1024,17.40,47.00
2761,November 20 2019 at 07:22PM,esp8266_readings,0,1024,17.40,47.00
2762,November 20 2019 at 07:23PM,esp8266_readings,0,1024,17.40,48.00
2763,November 20 2019 at 07:24PM,esp8266_readings,0,1024,17.40,48.00
2764,November 20 2019 at 07:25PM,esp8266_readings,0,1024,17.40,48.00
2765,November 20 2019 at 07:26PM,esp8266_readings,0,1024,17.40,48.00
2766,November 20 2019 at 07:27PM,esp8266_readings,0,1024,17.40,47.00
2767,November 20 2019 at 07:28PM,esp8266_readings,0,1024,17.40,48.00
2768,November 20 2019 at 07:29PM,esp8266_readings,0,1024,17.40,48.00
2769,November 20 2019 at 07:30PM,esp8266_readings,0,1024,17.40,47.00
2770,November 20 2019 at 07:31PM,esp8266_readings,0,1024,17.40,47.00
2771,November 20 2019 at 07:32PM,esp8266_readings,0,1024,17.40,48.00
2772,November 20 2019 at 07:33PM,esp8266_readings,0,1024,17.40,47.00
2773,November 20 2019 at 07:34PM,esp8266_readings,0,1024,17.40,47.00
2774,November 20 2019 at 07:35PM,esp8266_readings,0,667,17.40,47.00
2775,November 20 2019 at 07:36PM,esp8266_readings,0,604,17.30,48.00
2776,November 20 2019 at 07:37PM,esp8266_readings,0,576,17.40,48.00
2777,November 20 2019 at 07:38PM,esp8266_readings,0,567,17.40,47.00
2778,November 20 2019 at 07:39PM,esp8266_readings,0,561,17.40,48.00
2779,November 20 2019 at 07:40PM,esp8266_readings,0,561,17.30,48.00
2780,November 20 2019 at 07:41PM,esp8266_readings,1,552,17.30,49.00
2781,November 20 2019 at 07:42PM,esp8266_readings,1,553,17.30,48.00
2782,November 20 2019 at 07:43PM,esp8266_readings,1,549,17.30,47.00
2783,November 20 2019 at 07:44PM,esp8266_readings,1,552,17.30,47.00
2784,November 20 2019 at 07:45PM,esp8266_readings,1,552,17.30,47.00
2785,November 20 2019 at 07:46PM,esp8266_readings,1,554,17.30,47.00
2786,November 20 2019 at 07:47PM,esp8266_readings,1,554,17.30,47.00
2787,November 20 2019 at 07:48PM,esp8266_readings,1,553,17.30,47.00
2788,November 20 2019 at 07:50PM,esp8266_readings,1,556,17.30,47.00
2789,November 20 2019 at 07:51PM,esp8266_readings,1,553,17.30,47.00
2790,November 20 2019 at 07:52PM,esp8266_readings,1,555,17.30,47.00
2791,November 20 2019 at 07:53PM,esp8266_readings,1,556,17.30,47.00
2792,November 20 2019 at 07:54PM,esp8266_readings,1,556,17.30,47.00
2793,November 20 2019 at 07:55PM,esp8266_readings,1,554,17.30,47.00
2794,November 20 2019 at 07:56PM,esp8266_readings,1,554,17.30,47.00
2795,November 20 2019 at 07:57PM,esp8266_readings,1,555,17.30,47.00
2796,November 20 2019 at 07:58PM,esp8266_readings,1,556,17.40,47.00
2797,November 20 2019 at 07:59PM,esp8266_readings,1,555,17.30,47.00
2798,November 20 2019 at 08:00PM,esp8266_readings,1,554,17.40,48.00
2799,November 20 2019 at 08:01PM,esp8266_readings,1,554,17.40,47.00
2800,November 20 2019 at 08:02PM,esp8266_readings,1,556,17.40,47.00
2801,November 20 2019 at 08:03PM,esp8266_readings,1,555,17.40,47.00
2802,November 20 2019 at 08:04PM,esp8266_readings,1,557,17.40,48.00
2803,November 20 2019 at 08:05PM,esp8266_readings,1,557,17.40,47.00
2804,November 20 2019 at 08:06PM,esp8266_readings,1,555,17.40,47.00
2805,November 20 2019 at 08:07PM,esp8266_readings,1,558,17.40,48.00
2806,November 20 2019 at 08:08PM,esp8266_readings,1,555,17.40,47.00
2807,November 20 2019 at 08:09PM,esp8266_readings,1,557,17.40,47.00
2808,November 20 2019 at 08:10PM,esp8266_readings,1,557,17.40,48.00
2809,November 20 2019 at 08:11PM,esp8266_readings,1,558,17.40,48.00
2810,November 20 2019 at 08:12PM,esp8266_readings,1,559,17.40,47.00
2811,November 20 2019 at 08:13PM,esp8266_readings,1,555,17.40,47.00
2812,November 20 2019 at 08:14PM,esp8266_readings,1,557,17.40,47.00
2813,November 20 2019 at 08:15PM,esp8266_readings,1,556,17.40,47.00
2814,November 20 2019 at 08:16PM,esp8266_readings,1,556,17.40,47.00
2815,November 20 2019 at 08:17PM,esp8266_readings,1,557,17.40,48.00
2816,November 20 2019 at 08:18PM,esp8266_readings,1,559,17.40,47.00
2817,November 20 2019 at 08:19PM,esp8266_readings,1,556,17.40,47.00
2818,November 20 2019 at 08:20PM,esp8266_readings,1,556,17.40,48.00
2819,November 20 2019 at 08:21PM,esp8266_readings,1,557,17.40,49.00
2820,November 20 2019 at 08:22PM,esp8266_readings,1,558,17.40,47.00
2821,November 20 2019 at 08:23PM,esp8266_readings,1,556,17.40,47.00
2822,November 20 2019 at 08:24PM,esp8266_readings,1,559,17.40,48.00
2823,November 20 2019 at 08:25PM,esp8266_readings,1,557,17.40,48.00
2824,November 20 2019 at 08:26PM,esp8266_readings,1,559,17.40,48.00
2825,November 20 2019 at 08:27PM,esp8266_readings,1,559,17.40,48.00
2826,November 20 2019 at 08:28PM,esp8266_readings,1,556,17.40,48.00
2827,November 20 2019 at 08:29PM,esp8266_readings,1,560,17.40,48.00
2828,November 20 2019 at 08:30PM,esp8266_readings,1,557,17.40,48.00
2829,November 20 2019 at 08:31PM,esp8266_readings,1,559,17.40,48.00
2830,November 20 2019 at 08:32PM,esp8266_readings,1,560,17.40,49.00
2831,November 20 2019 at 08:33PM,esp8266_readings,1,559,17.40,48.00
2832,November 20 2019 at 08:34PM,esp8266_readings,1,557,17.40,47.00
2833,November 20 2019 at 08:35PM,esp8266_readings,1,560,17.40,48.00
2834,November 20 2019 at 08:36PM,esp8266_readings,1,557,17.40,50.00
2835,November 20 2019 at 08:37PM,esp8266_readings,1,557,17.50,49.00
2836,November 20 2019 at 08:38PM,esp8266_readings,1,558,17.40,50.00
2837,November 20 2019 at 08:39PM,esp8266_readings,1,557,17.40,49.00
2838,November 20 2019 at 08:40PM,esp8266_readings,1,566,17.40,50.00
2839,November 20 2019 at 08:41PM,esp8266_readings,1,557,17.40,49.00
2840,November 20 2019 at 08:42PM,esp8266_readings,1,559,17.40,49.00
2841,November 20 2019 at 08:43PM,esp8266_readings,1,559,17.40,48.00
2842,November 20 2019 at 08:44PM,esp8266_readings,1,558,17.40,49.00
2843,November 20 2019 at 08:45PM,esp8266_readings,1,561,17.40,49.00
2844,November 20 2019 at 08:46PM,esp8266_readings,1,561,17.40,49.00
2845,November 20 2019 at 08:47PM,esp8266_readings,1,559,17.40,48.00
2846,November 20 2019 at 08:48PM,esp8266_readings,1,558,17.40,49.00
2847,November 20 2019 at 08:49PM,esp8266_readings,1,561,17.40,49.00
2848,November 20 2019 at 08:50PM,esp8266_readings,1,561,17.40,49.00
2849,November 20 2019 at 08:51PM,esp8266_readings,1,560,17.40,50.00
2850,November 20 2019 at 08:52PM,esp8266_readings,1,560,17.50,50.00
2851,November 20 2019 at 08:53PM,esp8266_readings,1,558,17.40,49.00
2852,November 20 2019 at 08:54PM,esp8266_readings,1,560,17.50,51.00
2853,November 20 2019 at 08:55PM,esp8266_readings,1,559,17.50,50.00
2854,November 20 2019 at 08:56PM,esp8266_readings,1,561,17.50,51.00
2855,November 20 2019 at 08:57PM,esp8266_readings,1,559,17.50,51.00
2856,November 20 2019 at 08:58PM,esp8266_readings,1,1024,17.50,50.00
2857,November 20 2019 at 08:59PM,esp8266_readings,1,1024,17.50,51.00
2858,November 20 2019 at 09:00PM,esp8266_readings,1,1024,17.50,51.00
2859,November 20 2019 at 09:01PM,esp8266_readings,1,1024,17.50,51.00
2860,November 20 2019 at 09:02PM,esp8266_readings,1,1024,17.50,49.00
2861,November 20 2019 at 09:03PM,esp8266_readings,1,1024,17.50,50.00
2862,November 20 2019 at 09:04PM,esp8266_readings,1,1024,17.50,50.00
2863,November 20 2019 at 09:05PM,esp8266_readings,1,1024,17.50,50.00
2864,November 20 2019 at 09:06PM,esp8266_readings,1,1024,17.40,49.00
2865,November 20 2019 at 09:07PM,esp8266_readings,1,1024,17.40,49.00
2866,November 20 2019 at 09:08PM,esp8266_readings,1,1024,17.40,50.00
2867,November 20 2019 at 09:09PM,esp8266_readings,1,1024,17.40,50.00
2868,November 20 2019 at 09:10PM,esp8266_readings,1,1024,17.40,51.00
2869,November 20 2019 at 09:11PM,esp8266_readings,1,1024,17.50,50.00
2870,November 20 2019 at 09:12PM,esp8266_readings,1,1024,17.40,50.00
2871,November 20 2019 at 09:13PM,esp8266_readings,1,1024,17.40,50.00
2872,November 20 2019 at 09:14PM,esp8266_readings,1,1024,17.40,50.00
2873,November 20 2019 at 09:15PM,esp8266_readings,1,1024,17.50,50.00
2874,November 20 2019 at 09:16PM,esp8266_readings,1,1024,17.40,50.00
2875,November 20 2019 at 09:17PM,esp8266_readings,1,1024,17.50,50.00
2876,November 20 2019 at 09:18PM,esp8266_readings,1,1024,17.40,50.00
2877,November 20 2019 at 09:19PM,esp8266_readings,1,1024,17.50,50.00
2878,November 20 2019 at 09:20PM,esp8266_readings,1,1024,17.50,50.00
2879,November 20 2019 at 09:21PM,esp8266_readings,1,1024,17.50,50.00
2880,November 20 2019 at 09:22PM,esp8266_readings,1,1024,17.50,49.00
2881,November 20 2019 at 09:23PM,esp8266_readings,1,1024,17.40,50.00
2882,November 20 2019 at 09:24PM,esp8266_readings,1,1024,17.40,49.00
2883,November 20 2019 at 09:25PM,esp8266_readings,1,1024,17.40,50.00
2884,November 20 2019 at 09:26PM,esp8266_readings,1,1024,17.40,50.00
2885,November 20 2019 at 09:27PM,esp8266_readings,1,1024,17.40,50.00
2886,November 20 2019 at 09:28PM,esp8266_readings,1,1024,17.40,49.00
2887,November 20 2019 at 09:29PM,esp8266_readings,1,1024,17.40,50.00
2888,November 20 2019 at 09:30PM,esp8266_readings,1,1024,17.40,50.00
2889,November 20 2019 at 09:31PM,esp8266_readings,1,1024,17.50,50.00
2890,November 20 2019 at 09:32PM,esp8266_readings,1,1024,17.40,49.00
2891,November 20 2019 at 09:33PM,esp8266_readings,1,1024,17.40,49.00
2892,November 20 2019 at 09:34PM,esp8266_readings,1,1024,17.40,49.00
2893,November 20 2019 at 09:35PM,esp8266_readings,1,1024,17.40,49.00
2894,November 20 2019 at 09:36PM,esp8266_readings,1,1024,17.50,49.00
2895,November 20 2019 at 09:37PM,esp8266_readings,1,1024,17.40,50.00
2896,November 20 2019 at 09:38PM,esp8266_readings,1,1024,17.40,50.00
2897,November 20 2019 at 09:39PM,esp8266_readings,1,1024,17.40,49.00
2898,November 20 2019 at 09:40PM,esp8266_readings,1,1024,17.40,49.00
2899,November 20 2019 at 09:41PM,esp8266_readings,1,1024,17.40,49.00
2900,November 20 2019 at 09:42PM,esp8266_readings,1,1024,17.40,49.00
2901,November 20 2019 at 09:43PM,esp8266_readings,1,1024,17.40,49.00
2902,November 20 2019 at 09:44PM,esp8266_readings,1,1024,17.40,49.00
2903,November 20 2019 at 09:45PM,esp8266_readings,1,1024,17.40,50.00
2904,November 20 2019 at 09:46PM,esp8266_readings,1,1024,17.40,50.00
2905,November 20 2019 at 09:47PM,esp8266_readings,1,1024,17.40,50.00
2906,November 20 2019 at 09:48PM,esp8266_readings,1,1024,17.40,49.00
2907,November 20 2019 at 09:49PM,esp8266_readings,1,1024,17.40,49.00
2908,November 20 2019 at 09:50PM,esp8266_readings,1,1024,17.40,49.00
2909,November 20 2019 at 09:51PM,esp8266_readings,1,1024,17.40,49.00
2910,November 20 2019 at 09:52PM,esp8266_readings,1,1024,17.40,49.00
2911,November 20 2019 at 09:53PM,esp8266_readings,1,1024,17.40,49.00
2912,November 20 2019 at 09:54PM,esp8266_readings,1,1024,17.40,49.00
2913,November 20 2019 at 09:55PM,esp8266_readings,1,1024,17.40,50.00
2914,November 20 2019 at 09:56PM,esp8266_readings,1,1024,17.40,50.00
2915,November 20 2019 at 09:57PM,esp8266_readings,1,1024,17.40,49.00
2916,November 20 2019 at 09:58PM,esp8266_readings,1,1024,17.40,49.00
2917,November 20 2019 at 09:59PM,esp8266_readings,1,1024,17.40,48.00
2918,November 20 2019 at 10:00PM,esp8266_readings,1,1024,17.40,49.00
2919,November 20 2019 at 10:01PM,esp8266_readings,1,1024,17.40,48.00
2920,November 20 2019 at 10:02PM,esp8266_readings,1,1024,17.40,49.00
2921,November 20 2019 at 10:03PM,esp8266_readings,1,1024,17.40,49.00
2922,November 20 2019 at 10:04PM,esp8266_readings,1,1024,17.40,48.00
2923,November 20 2019 at 10:05PM,esp8266_readings,1,1024,17.40,49.00
2924,November 20 2019 at 10:06PM,esp8266_readings,1,1024,17.40,49.00
2925,November 20 2019 at 10:07PM,esp8266_readings,1,1024,17.40,49.00
2926,November 20 2019 at 10:08PM,esp8266_readings,1,1024,17.30,48.00
2927,November 20 2019 at 10:09PM,esp8266_readings,1,1024,17.40,49.00
2928,November 20 2019 at 10:10PM,esp8266_readings,1,1024,17.40,50.00
2929,November 20 2019 at 10:11PM,esp8266_readings,1,1024,17.40,49.00
2930,November 20 2019 at 10:12PM,esp8266_readings,1,1024,17.40,49.00
2931,November 20 2019 at 10:13PM,esp8266_readings,1,1024,17.30,49.00
2932,November 20 2019 at 10:14PM,esp8266_readings,1,1024,17.40,49.00
2933,November 20 2019 at 10:15PM,esp8266_readings,1,1024,17.40,49.00
2934,November 20 2019 at 10:16PM,esp8266_readings,1,1024,17.40,48.00
2935,November 20 2019 at 10:17PM,esp8266_readings,1,1024,17.40,50.00
2936,November 20 2019 at 10:18PM,esp8266_readings,1,1024,17.40,48.00
2937,November 20 2019 at 10:19PM,esp8266_readings,1,1024,17.40,49.00
2938,November 20 2019 at 10:20PM,esp8266_readings,1,1024,17.40,49.00
2939,November 20 2019 at 10:21PM,esp8266_readings,1,1024,17.40,49.00
2940,November 20 2019 at 10:22PM,esp8266_readings,1,1024,17.40,50.00
2941,November 20 2019 at 10:23PM,esp8266_readings,1,1024,17.40,49.00
2942,November 20 2019 at 10:24PM,esp8266_readings,1,1024,17.40,50.00
2943,November 20 2019 at 10:25PM,esp8266_readings,1,1024,17.40,50.00
2944,November 20 2019 at 10:26PM,esp8266_readings,1,1024,17.40,49.00
2945,November 20 2019 at 10:27PM,esp8266_readings,1,1024,17.40,49.00
2946,November 20 2019 at 10:28PM,esp8266_readings,1,1024,17.40,49.00
2947,November 20 2019 at 10:29PM,esp8266_readings,1,1024,17.40,48.00
2948,November 20 2019 at 10:30PM,esp8266_readings,1,1024,17.30,49.00
2949,November 20 2019 at 10:31PM,esp8266_readings,1,1024,17.30,48.00
2950,November 20 2019 at 10:32PM,esp8266_readings,1,1024,17.30,50.00
2951,November 20 2019 at 10:33PM,esp8266_readings,1,1024,17.30,49.00
2952,November 20 2019 at 10:34PM,esp8266_readings,1,1024,17.30,48.00
2953,November 20 2019 at 10:35PM,esp8266_readings,1,1024,17.30,49.00
2954,November 20 2019 at 10:36PM,esp8266_readings,1,1024,17.30,49.00
2955,November 20 2019 at 10:37PM,esp8266_readings,1,1024,17.30,49.00
2956,November 20 2019 at 10:38PM,esp8266_readings,1,1024,17.30,49.00
2957,November 20 2019 at 10:39PM,esp8266_readings,1,1024,17.30,49.00
2958,November 20 2019 at 10:40PM,esp8266_readings,1,1024,17.30,49.00
2959,November 20 2019 at 10:41PM,esp8266_readings,1,1024,17.30,49.00
2960,November 20 2019 at 10:42PM,esp8266_readings,1,1024,17.30,49.00
2961,November 20 2019 at 10:43PM,esp8266_readings,1,1024,17.30,48.00
2962,November 20 2019 at 10:44PM,esp8266_readings,1,1024,17.30,49.00
2963,November 20 2019 at 10:45PM,esp8266_readings,1,1024,17.30,49.00
2964,November 20 2019 at 10:46PM,esp8266_readings,1,1024,17.30,48.00
2965,November 20 2019 at 10:47PM,esp8266_readings,1,1024,17.30,49.00
2966,November 20 2019 at 10:48PM,esp8266_readings,1,1024,17.30,49.00
2967,November 20 2019 at 10:49PM,esp8266_readings,1,1024,17.30,49.00
2968,November 20 2019 at 10:50PM,esp8266_readings,1,1024,17.30,49.00
2969,November 20 2019 at 10:51PM,esp8266_readings,1,1024,17.30,49.00
2970,November 20 2019 at 10:52PM,esp8266_readings,1,1024,17.30,49.00
2971,November 20 2019 at 10:53PM,esp8266_readings,1,1024,17.30,49.00
2972,November 20 2019 at 10:54PM,esp8266_readings,1,1024,17.30,49.00
2973,November 20 2019 at 10:55PM,esp8266_readings,1,1024,17.30,48.00
2974,November 20 2019 at 10:56PM,esp8266_readings,1,1024,17.30,48.00
2975,November 20 2019 at 10:57PM,esp8266_readings,1,1024,17.30,49.00
2976,November 20 2019 at 10:58PM,esp8266_readings,1,1024,17.20,48.00
2977,November 20 2019 at 10:59PM,esp8266_readings,1,1024,17.20,48.00
2978,November 20 2019 at 11:00PM,esp8266_readings,1,1024,17.20,49.00
2979,November 20 2019 at 11:01PM,esp8266_readings,1,1024,17.20,49.00
2980,November 20 2019 at 11:02PM,esp8266_readings,1,1024,17.20,48.00
2981,November 20 2019 at 11:03PM,esp8266_readings,1,1024,17.20,49.00
2982,November 20 2019 at 11:04PM,esp8266_readings,1,1024,17.20,48.00
2983,November 20 2019 at 11:05PM,esp8266_readings,1,1024,17.10,48.00
2984,November 20 2019 at 11:06PM,esp8266_readings,1,1024,17.20,49.00
2985,November 20 2019 at 11:07PM,esp8266_readings,1,1024,17.20,49.00
2986,November 20 2019 at 11:08PM,esp8266_readings,1,1024,17.20,48.00
2987,November 20 2019 at 11:09PM,esp8266_readings,1,1024,17.20,48.00
2988,November 20 2019 at 11:10PM,esp8266_readings,1,1024,17.20,48.00
2989,November 20 2019 at 11:11PM,esp8266_readings,1,1024,17.20,49.00
2990,November 20 2019 at 11:12PM,esp8266_readings,1,1024,17.20,48.00
2991,November 20 2019 at 11:13PM,esp8266_readings,1,1024,17.10,49.00
2992,November 20 2019 at 11:14PM,esp8266_readings,1,1024,17.10,47.00
2993,November 20 2019 at 11:15PM,esp8266_readings,1,1024,17.10,49.00
2994,November 20 2019 at 11:16PM,esp8266_readings,1,1024,17.10,48.00
2995,November 20 2019 at 11:17PM,esp8266_readings,1,1024,17.10,49.00
2996,November 20 2019 at 11:18PM,esp8266_readings,1,1024,17.10,48.00
2997,November 20 2019 at 11:19PM,esp8266_readings,1,1024,17.10,48.00
2998,November 20 2019 at 11:20PM,esp8266_readings,1,1024,17.10,49.00
2999,November 20 2019 at 11:21PM,esp8266_readings,1,1024,17.10,48.00
3000,November 20 2019 at 11:22PM,esp8266_readings,1,1024,17.10,48.00
3001,November 20 2019 at 11:23PM,esp8266_readings,1,1024,17.10,48.00
3002,November 20 2019 at 11:24PM,esp8266_readings,1,1024,17.10,48.00
3003,November 20 2019 at 11:25PM,esp8266_readings,1,1024,17.10,48.00
3004,November 20 2019 at 11:26PM,esp8266_readings,1,1024,17.10,49.00
3005,November 20 2019 at 11:27PM,esp8266_readings,1,1024,17.10,48.00
3006,November 20 2019 at 11:28PM,esp8266_readings,1,1024,17.10,49.00
3007,November 20 2019 at 11:29PM,esp8266_readings,1,1024,17.10,48.00
3008,November 20 2019 at 11:31PM,esp8266_readings,1,1024,17.10,48.00
3009,November 20 2019 at 11:32PM,esp8266_readings,1,1024,17.10,48.00
3010,November 20 2019 at 11:33PM,esp8266_readings,1,1024,17.10,48.00
3011,November 20 2019 at 11:34PM,esp8266_readings,1,1024,17.10,49.00
3012,November 20 2019 at 11:35PM,esp8266_readings,1,1024,17.00,47.00
3013,November 20 2019 at 11:36PM,esp8266_readings,1,1024,17.00,49.00
3014,November 20 2019 at 11:37PM,esp8266_readings,1,1024,17.00,49.00
3015,November 20 2019 at 11:38PM,esp8266_readings,1,1024,17.00,49.00
3016,November 20 2019 at 11:39PM,esp8266_readings,1,1024,17.10,49.00
3017,November 20 2019 at 11:40PM,esp8266_readings,1,1024,17.00,48.00
3018,November 20 2019 at 11:41PM,esp8266_readings,1,1024,17.00,49.00
3019,November 20 2019 at 11:42PM,esp8266_readings,1,1024,17.00,49.00
3020,November 20 2019 at 11:43PM,esp8266_readings,1,1024,17.00,48.00
3021,November 20 2019 at 11:44PM,esp8266_readings,1,1024,17.00,49.00
3022,November 20 2019 at 11:45PM,esp8266_readings,1,1024,17.00,49.00
3023,November 20 2019 at 11:46PM,esp8266_readings,1,1024,17.00,48.00
3024,November 20 2019 at 11:47PM,esp8266_readings,1,1024,17.00,48.00
3025,November 20 2019 at 11:48PM,esp8266_readings,1,1024,17.00,49.00
3026,November 20 2019 at 11:49PM,esp8266_readings,1,1024,17.00,48.00
3027,November 20 2019 at 11:50PM,esp8266_readings,1,1024,17.00,49.00
3028,November 20 2019 at 11:51PM,esp8266_readings,1,1024,17.00,48.00
3029,November 20 2019 at 11:52PM,esp8266_readings,1,1024,17.00,49.00
3030,November 20 2019 at 11:53PM,esp8266_readings,1,1024,17.00,48.00
3031,November 20 2019 at 11:54PM,esp8266_readings,1,1024,17.00,49.00
3032,November 20 2019 at 11:55PM,esp8266_readings,1,1024,17.00,49.00
3033,November 20 2019 at 11:56PM,esp8266_readings,1,1024,17.00,49.00
3034,November 20 2019 at 11:57PM,esp8266_readings,1,1024,17.00,48.00
3035,November 20 2019 at 11:58PM,esp8266_readings,1,1024,17.00,49.00
3036,November 20 2019 at 11:59PM,esp8266_readings,1,1024,17.00,48.00
3037,November 21 2019 at 12:00AM,esp8266_readings,1,1024,17.00,49.00
3038,November 21 2019 at 12:01AM,esp8266_readings,1,1024,17.10,49.00
3039,November 21 2019 at 12:02AM,esp8266_readings,1,619,17.10,49.00
3040,November 21 2019 at 12:03AM,esp8266_readings,1,581,17.10,49.00
3041,November 21 2019 at 12:04AM,esp8266_readings,1,568,17.10,50.00
3042,November 21 2019 at 12:05AM,esp8266_readings,1,561,17.10,49.00
3043,November 21 2019 at 12:06AM,esp8266_readings,1,559,17.10,48.00
3044,November 21 2019 at 12:07AM,esp8266_readings,1,560,17.10,49.00
3045,November 21 2019 at 12:08AM,esp8266_readings,1,561,17.10,49.00
3046,November 21 2019 at 12:09AM,esp8266_readings,1,560,17.10,48.00
3047,November 21 2019 at 12:10AM,esp8266_readings,1,560,17.10,48.00
3048,November 21 2019 at 12:11AM,esp8266_readings,1,560,17.10,49.00
3049,November 21 2019 at 12:12AM,esp8266_readings,1,560,17.10,48.00
3050,November 21 2019 at 12:13AM,esp8266_readings,1,560,17.10,50.00
3051,November 21 2019 at 12:14AM,esp8266_readings,1,560,17.10,49.00
3052,November 21 2019 at 12:15AM,esp8266_readings,1,562,17.10,49.00
3053,November 21 2019 at 12:16AM,esp8266_readings,1,559,17.10,49.00
3054,November 21 2019 at 12:17AM,esp8266_readings,1,562,17.10,49.00
3055,November 21 2019 at 12:18AM,esp8266_readings,1,560,17.10,49.00
3056,November 21 2019 at 12:19AM,esp8266_readings,1,561,17.10,49.00
3057,November 21 2019 at 12:20AM,esp8266_readings,1,562,17.10,49.00
3058,November 21 2019 at 12:21AM,esp8266_readings,1,560,17.10,49.00
3059,November 21 2019 at 12:22AM,esp8266_readings,1,562,17.10,48.00
3060,November 21 2019 at 12:23AM,esp8266_readings,1,564,17.10,50.00
3061,November 21 2019 at 12:24AM,esp8266_readings,1,562,17.10,50.00
3062,November 21 2019 at 12:25AM,esp8266_readings,1,561,17.10,49.00
3063,November 21 2019 at 12:26AM,esp8266_readings,1,561,17.10,49.00
3064,November 21 2019 at 12:27AM,esp8266_readings,1,561,17.10,50.00
3065,November 21 2019 at 12:28AM,esp8266_readings,1,564,17.00,50.00
3066,November 21 2019 at 12:29AM,esp8266_readings,1,561,17.00,49.00
3067,November 21 2019 at 12:30AM,esp8266_readings,1,562,17.00,50.00
3068,November 21 2019 at 12:31AM,esp8266_readings,1,561,17.00,50.00
3069,November 21 2019 at 12:32AM,esp8266_readings,1,657,17.00,49.00
3070,November 21 2019 at 12:33AM,esp8266_readings,1,630,17.10,49.00
3071,November 21 2019 at 12:34AM,esp8266_readings,1,603,17.20,49.00
3072,November 21 2019 at 12:35AM,esp8266_readings,1,601,17.30,48.00
3073,November 21 2019 at 12:36AM,esp8266_readings,1,606,17.40,49.00
3074,November 21 2019 at 12:37AM,esp8266_readings,1,588,17.50,47.00
3075,November 21 2019 at 12:38AM,esp8266_readings,1,581,17.50,47.00
3076,November 21 2019 at 12:39AM,esp8266_readings,1,591,17.50,45.00
3077,November 21 2019 at 12:40AM,esp8266_readings,1,594,17.40,45.00
3078,November 21 2019 at 12:41AM,esp8266_readings,1,588,17.40,46.00
3079,November 21 2019 at 12:42AM,esp8266_readings,1,581,17.40,45.00
3080,November 21 2019 at 12:43AM,esp8266_readings,1,600,17.30,45.00
3081,November 21 2019 at 12:44AM,esp8266_readings,1,532,17.30,46.00
3082,November 21 2019 at 12:45AM,esp8266_readings,1,547,17.20,45.00
3083,November 21 2019 at 12:46AM,esp8266_readings,1,545,17.20,47.00
3084,November 21 2019 at 12:47AM,esp8266_readings,1,534,17.30,45.00
3085,November 21 2019 at 12:48AM,esp8266_readings,1,547,17.30,47.00
3086,November 21 2019 at 12:49AM,esp8266_readings,1,535,17.40,46.00
3087,November 21 2019 at 12:50AM,esp8266_readings,1,519,17.40,48.00
3088,November 21 2019 at 12:51AM,esp8266_readings,1,573,17.50,47.00
3089,November 21 2019 at 12:52AM,esp8266_readings,1,574,17.50,47.00
3090,November 21 2019 at 12:53AM,esp8266_readings,1,576,17.40,49.00
3091,November 21 2019 at 12:54AM,esp8266_readings,1,585,17.40,47.00
3092,November 21 2019 at 12:55AM,esp8266_readings,1,571,17.40,48.00
3093,November 21 2019 at 12:56AM,esp8266_readings,1,578,17.40,48.00
3094,November 21 2019 at 12:57AM,esp8266_readings,1,580,17.40,48.00
3095,November 21 2019 at 12:58AM,esp8266_readings,1,595,17.30,48.00
3096,November 21 2019 at 12:59AM,esp8266_readings,1,581,17.30,49.00
3097,November 21 2019 at 01:00AM,esp8266_readings,1,581,17.30,49.00
3098,November 21 2019 at 01:01AM,esp8266_readings,1,591,17.30,49.00
3099,November 21 2019 at 01:02AM,esp8266_readings,1,616,17.30,47.00
3100,November 21 2019 at 01:03AM,esp8266_readings,1,578,17.30,47.00
3101,November 21 2019 at 01:04AM,esp8266_readings,1,588,17.30,47.00
3102,November 21 2019 at 01:05AM,esp8266_readings,1,606,17.30,47.00
3103,November 21 2019 at 01:06AM,esp8266_readings,1,1024,17.30,47.00
3104,November 21 2019 at 01:07AM,esp8266_readings,1,1024,17.20,47.00
3105,November 21 2019 at 01:08AM,esp8266_readings,1,1024,17.10,47.00
3106,November 21 2019 at 01:09AM,esp8266_readings,1,1024,17.10,48.00
3107,November 21 2019 at 01:10AM,esp8266_readings,1,1024,17.10,48.00
3108,November 21 2019 at 01:11AM,esp8266_readings,1,1024,17.10,48.00
3109,November 21 2019 at 01:12AM,esp8266_readings,1,1024,17.10,49.00
3110,November 21 2019 at 01:13AM,esp8266_readings,1,1024,17.00,49.00
3111,November 21 2019 at 01:14AM,esp8266_readings,1,1024,17.00,49.00
3112,November 21 2019 at 01:15AM,esp8266_readings,1,1024,17.00,49.00
3113,November 21 2019 at 01:16AM,esp8266_readings,1,1024,17.10,49.00
3114,November 21 2019 at 01:17AM,esp8266_readings,1,1024,17.00,49.00
3115,November 21 2019 at 01:18AM,esp8266_readings,1,1024,17.00,49.00
3116,November 21 2019 at 01:19AM,esp8266_readings,1,1024,17.00,48.00
3117,November 21 2019 at 01:20AM,esp8266_readings,1,1024,17.00,49.00
3118,November 21 2019 at 01:21AM,esp8266_readings,1,1024,16.90,49.00
